#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CHRONICLE_PLAYER_INHERITANCE_NEW_RELIGION;On [GetDateText], [From.GetTitledName] [From.GetDeathReason] at the age of [Root.GetAgeYears]. [From.GetSubjectPronounCap] was succeeded by [From.GetPossPronoun] [Root.Religion.GetName] [GetFromReverseRelation] [Root.GetFirstName].;Le [GetDateText], [From.GetTitledName] [From.GetDeathReason] à l’âge de [Root.GetAgeYears]. [From.GetSubjectPronounCap] eut comme successeur [From.GetPossPronoun] [GetFromReverseRelation] [Root.GetFirstName], de religion [Root.Religion.GetName] [Root.Religion.GetGroupName].;Am [GetDateText], [From.GetTitledName] [From.GetDeathReason]. Nachfolger wird [From.GetPossPronoun] [Root.Religion.GetName] [Root.Religion.GetGroupName] [GetFromReverseRelation] [Root.GetFirstName].;;El [GetDateText], [From.GetTitledName] [From.GetDeathReason] a la edad de [Root.GetAgeYears]. [From.GetSubjectPronounCap] fue sucedido por [From.GetPossPronoun] [GetFromReverseRelation] [Root.GetFirstName], de religión [Root.Religion.GetName] [Root.Religion.GetGroupName] [GetFromReverseRelation] [Root.GetFirstName].;;;;;;;;;x
CHRONICLE_AEGONS_CONQUEST_CAPITAL_DRAGONSTONE_ESSOS;By this year [Root.GetTitledFirstNameWithNick] had completed [Root.GetHerHis] conquest of the Free Cities. [Root.GetSheHeCap] took the swords of a thousand defeated foes and forged a great throne with them using the dragon-breath of Balerion the Black Dread, a throne named The Iron Throne. In [Root.GetHerHis] wisdom, [Root.GetFirstName] chose to place this throne on Dragonstone.;En cette année [Root.GetTitledFirstNameWithNick] acheva sa conquête de Westeros. [Root.GetSheHeCap] prit les épées de mille de ses ennemis vaincus et les forgea en un gigantesque trône en utilisant le souffle de Balerion la Terreur Noire, un trône qui fut nommé le Trône de Fer. Dans sa grande sagesse, [Root.GetFirstName] décida d’installer ce trône à Peyredragon.;;;Este año [Root.GetTitledFirstNameWithNick] completó la conquista de las Ciudades Libres. [Root.GetSheHeCap] tomó las espadas de mil de sus enemigos vencidos y forjó un gigantesco trono utilizando el fuego de Balerion, el Terror Negro, un trono que fue llamado el Trono de Hierro. Con gran inteligencia, [Root.GetFirstName] decidió instalar el trono en Rocadragón.;;;;;;;;;x
CHRONICLE_AEGONS_CONQUEST_CAPITAL_VOLANTIS;By this year [Root.GetTitledFirstNameWithNick] had completed [Root.GetHerHis] conquest of the Free Cities. [Root.GetSheHeCap] took the swords of a thousand defeated foes and forged a great throne with them using the dragon-breath of Balerion the Black Dread, a throne named The Iron Throne. In [Root.GetHerHis] wisdom, [Root.GetFirstName] chose to place this throne in Old Volantis, [Root.GetHerHis] new seat of power.;En cette année [Root.GetTitledFirstNameWithNick] acheva sa conquête de Westeros. [Root.GetSheHeCap] prit les épées de mille de ses ennemis vaincus et les forgea en un gigantesque trône en utilisant le souffle de Balerion la Terreur Noire, un trône qui fut nommé le Trône de Fer. Dans sa grande sagesse, [Root.GetFirstName] décida d’installer ce trône dans l’Antique Volantis, le siège de son nouveau pouvoir.;;;Este año [Root.GetTitledFirstNameWithNick] completó la conquista de las Ciudades Libres. [Root.GetSheHeCap] tomó las espadas de mil de sus enemigos vencidos y forjó un gigantesco trono utilizando el fuego de Balerion, el Terror Negro, un trono que fue llamado el Trono de Hierro. Con gran inteligencia, [Root.GetFirstName] decidió instalar el trono en Volantis, sede de su nuevo poder.;;;;;;;;;x
CHRONICLE_AEGONS_CONQUEST_CAPITAL_MYR;By this year [Root.GetTitledFirstNameWithNick] had completed [Root.GetHerHis] conquest of the Free Cities. [Root.GetSheHeCap] took the swords of a thousand defeated foes and forged a great throne with them using the dragon-breath of Balerion the Black Dread, a throne named The Iron Throne. In [Root.GetHerHis] wisdom, [Root.GetFirstName] chose to place this throne in Myr, [Root.GetHerHis] new seat of power.;En cette année [Root.GetTitledFirstNameWithNick] acheva sa conquête de Westeros. [Root.GetSheHeCap] prit les épées de mille de ses ennemis vaincus et les forgea en un gigantesque trône en utilisant le souffle de Balerion la Terreur Noire, un trône qui fut nommé le Trône de Fer. Dans sa grande sagesse, [Root.GetFirstName] décida d’installer ce trône à Myr, le siège de son nouveau pouvoir.;;;Este año [Root.GetTitledFirstNameWithNick] completó la conquista de las Ciudades Libres. [Root.GetSheHeCap] tomó las espadas de mil de sus enemigos vencidos y forjó un gigantesco trono utilizando el fuego de Balerion, el Terror Negro, un trono que fue llamado el Trono de Hierro. Con gran inteligencia, [Root.GetFirstName] decidió instalar el trono en Myr, sede de su nuevo poder.;;;;;;;;;x
CHRONICLE_AEGONS_CONQUEST_FREEHOLD;[Root.GetFirstNameWithDynasty] magnanimously gave up [Root.GetHerHis] crown as [Root.GetTitle], choosing instead to revive the traditions of the Old Freehold of Valyria. Neither king nor emperor would rule. Instead, all freeholders were to be given a say in governance, with [Root.GetFirstName] being named the first Archon of New Valyria.;[Root.GetFirstNameWithDynasty] abandonna magnanimement sa couronne de [Root.GetTitle], décidant plutôt de ressusciter la tradition des Possessions de l’Antique Valyria. Nul roi ou empereur ne régnerait. A la place, chaque propriétaire foncier aurait voix dans la manière de gouverner, et [Root.GetFirstName] deviendrait premier Archonte de la Nouvelle Valyria.;;;[Root.GetFirstNameWithDynasty] renunció generosamente a su corona de [Root.GetTitle], resucitando en su lugar la tradición del Feudo Franco de Valyria. Ningún rey o emperador reinará. En su lugar, cada hacendado tendrá voto para decidir el gobierno, y [Root.GetFirstName] se convertirá en el primer Arconte de la Nueva Valyria.;;;;;;;;;x
CHRONICLE_RED_KEEP_COMPLETE;During the reign of [Root.GetTitledFirstNameWithNick], construction of The Red Keep in King's Landing was completed. The Red Keep was made of pale red stone, had seven drum-towers crowned with iron ramparts, and massive curtain walls. Inside, the Keep held the Iron Throne, the seat of the [Root.GetKingQueen].;Durant le règne de [Root.GetTitledFirstNameWithNick], la construction du Donjon Rouge de Port-Réal fut achevée. Le Donjon Rouge était fait de grès rosâtre, possédait sept tours couronnées de remparts de fer, et d’épaisses murailles. A l’intérieur du Donjon se trouvait le Trône de Fer, le siège du(e la) [Root.GetKingQueen].;;;Durante el reinado de [Root.GetTitledFirstNameWithNick], se terminó la construcción de la Fortaleza Roja de Desembarco del Rey. La Fortaleza Roja está hecho de piedra arenisca de color rojo, posee siete torres coronadas por baluartes de hierro, y gruesas murallas. En el interior de la Fortaleza Roja se encuentra el Trono de Hierro, la sede del [Root.GetKingQueen].;;;;;;;;;x
CHRONICLE_ORYS_BARATHEON;As a reward for service during the War of Conquest, [Root.GetTitledFirstNameNoRegnal] rewarded Orys Baratheon with Storm's End. Orys took Argella Durrandon, daughter of the last Storm King Argilac the Arrogant, as his wife and adopted the stag banner, honors and words of the Durrandons, Ours is the Fury.;En récompense de ses actions lors de la Guerre de la Conquête, [Root.GetTitledFirstNameNoRegnal] offrit Accalmie à Orys Baratheon. Orys prit Argella Durrandon, fille du dernier Roi de l’Orage Argilac l’Arrogant, pour épouse et adopta la bannière au cerf et la devise de la Maison Durrandon, Nôtre est la Furie.;;;En recompensa de sus acciones en la Guerra de la Conauista, [Root.GetTitledFirstNameNoRegnal] ofreció Bastión de Tormentas a Orys Baratheon. Orys tomó a Argella Durrandon, hija del último Rey de la Tormenta Argilac el Arrogante, como esposa y adoptó el escudo de armas del venado y el lema de la casa Durrandon, Nuestra es la Furia.;;;;;;;;;x
CHRONICLE_OPENED_INN;In an attempt to better understand the workings of coin and business, [Root.GetTitledFirstNameWithNick] opened an inn near [Root.Capital.GetName].;Dans une tentative de mieux comprendre le fonctionnement de l’échange de biens et de services, [Root.GetTitledFirstNameWithNick] ouvrit une auberge près de [Root.Capital.GetName].;;;En un intenro de comprender mejor el funcionamiento del intercambio de bienes y servicios, [Root.GetTitledFirstNameWithNick] abrió una posada cerca de [Root.Capital.GetName].;;;;;;;;;x
CHRONICLE_LAND_SURVEY;In this year [Root.GetTitledFirstNameWithNick] undertook a great survey of [Root.GetHerHis] lands and incomes.;Cette année [Root.GetTitledFirstNameWithNick] entreprit une grande inspection de ses terres et les revenus associés.;;;Este año [Root.GetTitledFirstNameWithNick] llevó a cabo una gran inspección de sus tierras y los ingresos asociados.;;;;;;;;;x
CHRONICLE_SETTLED_FEUD;[Root.GetTitledFirstNameNoRegnal] showed [Root.GetHerHis] diplomatic guile when [Root.SheHeCap] peacefully resolved a feud between two families in [Root.Capital.GetName].;[Root.GetTitledFirstNameNoRegnal] montra ses talents de diplomate quand [Root.SheHeCap] résolut pacifiquement une dispute entre deux familles dans [Root.Capital.GetName].;;;[Root.GetTitledFirstNameNoRegnal] demostró su talento como diplomático al resolver pacíficamente una disputa entre dos familias en [Root.Capital.GetName].;;;;;;;;;x
CHRONICLE_HELD_GRAND_COUNCIL;This year saw the assembly of the of all nobles and lords of [Root.PrimaryTitle.GetName] in [Root.Capital.GetName] for a Grand Council. At this council, [Root.GetTitledFirstNameWithDynasty] gained the agreement of [Root.GetHerHis] vassals for a planned invasion of a foreign realm.;Cette année vit se rassembler tous les nobles et seigneurs de [Root.PrimaryTitle.GetName] à [Root.Capital.GetName] pour un Grand Conseil. Durant ce conseil, [Root.GetTitledFirstNameWithDynasty] obtint l’accord de ses vassaux pour envahir un royaume étranger.;;;Este año se reunieron todos los nobles señores de [Root.PrimaryTitle.GetName] en [Root.Capital.GetName] en un Gran Consejo. Durante este Consejo, [Root.GetTitledFirstNameWithDynasty] obtuvo el acuerdo de sus vasallos para invadir un reino extranjero.;;;;;;;;;x
CHRONICLE_HELD_GRAND_COUNCIL_TRIARCH;This year saw the assembly of the Triarchs of [Root.PrimaryTitle.GetName] in [Root.Capital.GetName] for a Grand Council. At this council, [Root.GetTitledFirstNameWithDynasty] gained the agreement of [Root.GetHerHis] fellow Triarchs for a planned invasion of a foreign realms, with the aim of reestablishing the Freehold of Valyria.;Cette année vit se rassembler les Triarques de [Root.PrimaryTitle.GetName] à [Root.Capital.GetName] pour un Grand Conseil. Durant ce conseil, [Root.GetTitledFirstNameWithDynasty] obtint l’accord de ses collègues Triarques pour envahir un royaume étranger, afin de rétablir les Possessions de Valyria.;;;Este año se reunieron los Triarcas de [Root.PrimaryTitle.GetName] en [Root.Capital.GetName] en un Gran Consejo.Durante este Consejo, [Root.GetTitledFirstNameWithDynasty] obtuvo el acuerdo de sus colegas Triarcas para invadir un reino extranjero, con el fin de restaurar el Feudo Franco de Valyria.;;;;;;;;;x
CHRONICLE_HELD_ARCHERY_TOURNAMENT;In Summer Islander tradition, [Root.GetTitledFirstNameWithDynasty] held a great archery tournament in [Root.Capital.GetName]. The finest archers of [Root.PrimaryTitle.GetName] competed, with [From.GetTitledFirstNameWithDynasty] winning the contest.;Selon la tradition des Iles d’Eté, [Root.GetTitledFirstNameWithDynasty] organisa un grand tournoi d’archerie à [Root.Capital.GetName]. Les meilleurs archers de [Root.PrimaryTitle.GetName] s’affrontèrent, et [From.GetTitledFirstNameWithDynasty] remporta la victoire.;;;De acuerdo a la tradición de las Islas del Verano, [Root.GetTitledFirstNameWithDynasty] organizó un gran torneo de tiro con arco en [Root.Capital.GetName]. Los mejores arqueros de [Root.PrimaryTitle.GetName] se enfrentaron, y [From.GetTitledFirstNameWithDynasty] se llevó la victoria.;;;;;;;;;x
CHRONICLE_WON_ARCHERY_TOURNAMENT;On [GetDateText], [From.GetTitledFirstNameWithNick] won the great archery tournament of [Root.Capital.GetName] held by [Root.GetTitledFirstNameWithDynasty]. [From.SheHeCap] beat the finest archers of [Root.PrimaryTitle.GetName] to win the contest.;En [GetDateText], [From.GetTitledFirstNameWithNick] remporta le grand tournoi d’archerie de [Root.Capital.GetName] organisé par [Root.GetTitledFirstNameWithDynasty]. [From.SheHeCap] battit les meilleurs archers de [Root.PrimaryTitle.GetName] pour remporter le concours.;;;En [GetDateText], [From.GetTitledFirstNameWithNick] ganó el gran torneo de tiro con arco de [Root.Capital.GetName] organizado por [Root.GetTitledFirstNameWithDynasty]. [From.SheHeCap] se batió contra los mejores arqueros de [Root.PrimaryTitle.GetName] para ganar el torneo.;;;;;;;;;x
CHRONICLE_2ND_ARCHERY_TOURNAMENT;On [GetDateText], [FromFrom.GetTitledFirstNameWithNick] finished as runner-up in the great archery tournament of [Root.Capital.GetName] held by [Root.GetTitledFirstNameWithDynasty]. [FromFrom.SheHeCap] beat many of the finest archers of [Root.PrimaryTitle.GetName], only to lose to [From.GetTitledFirstNameWithDynasty] in the final.;En [GetDateText], [FromFrom.GetTitledFirstNameWithNick] finit deuxième du grand tournoi d’archerie de [Root.Capital.GetName] organisé par [Root.GetTitledFirstNameWithDynasty]. [FromFrom.SheHeCap] battit plusieurs des meilleurs archers de [Root.PrimaryTitle.GetName], seulement pour perdre face à [From.GetTitledFirstNameWithDynasty] dans les phases finales.;;;En [GetDateText], [FromFrom.GetTitledFirstNameWithNick] terminó segundo en el gran torneo de tiro con arco de [Root.Capital.GetName] organizado por [Root.GetTitledFirstNameWithDynasty]. [FromFrom.SheHeCap] se batió contra los mejores arqueros de [Root.PrimaryTitle.GetName], perdiendo únicamente contra [From.GetTitledFirstNameWithDynasty] en la final.;;;;;;;;;x
CHRONICLE_BANDITS_SAVED_SON;In an episode which shocked the realm, [FromFrom.GetTitledFirstNameWithDynastyNoRegnal], [FromFrom.GetRootRelation] of [Root.GetTitledFirstNameNoRegnal], was kidnapped by bandits. Fortunately [FromFrom.GetSheHe] was rescued before any harm could come to [FromFrom.GetHerHim].;[FromFrom.GetTitledFirstNameWithDynastyNoRegnal], [FromFrom.GetRootRelation] de [Root.GetTitledFirstNameNoRegnal] fut kidnappé par les bandits, ce qui causa un grand émoi à travers le royaume. Par chance, [FromFrom.GetSheHe] fut sauvé(e) avant que quiconque puisse lui faire du mal.;;;[FromFrom.GetTitledFirstNameWithDynastyNoRegnal], [FromFrom.GetRootRelation] de [Root.GetTitledFirstNameNoRegnal] fue secuestrado por los bandidos, lo que causó un gran revuelo en todo el reino. Por suerte, [FromFrom.GetSheHe] fue salvado ileso antes de que le hicieran daño alguno.;;;;;;;;;x
CHRONICLE_LOAN_DEAFULT;The management of [Root.PrimaryTitle.GetName]'s treasury was brought into question, when [Root.GetTitledFirstNameNoRegnal] defaulted on a loan from the Iron Bank made to House [Root.GetOnlyDynastyName].;La gestion de la trésorerie de [Root.PrimaryTitle.GetName] fut remise en question quand [Root.GetTitledFirstNameNoRegnal] échoua à rembourser un emprunt contracté auprès de la Banque de Fer par la Maison [Root.GetOnlyDynastyName].;;;La gestión de la tesorería de [Root.PrimaryTitle.GetName] fue puesta en cuestión cuando [Root.GetTitledFirstNameNoRegnal] no logró reembolsar un préstamo contratado con el Banco de Hierro por la casa [Root.GetOnlyDynastyName].;;;;;;;;;x
CHRONICLE_VASSAL_LOAN_DEFAULT;The management of [Root.PrimaryTitle.GetName]'s treasury was brought into question, when [Root.GetTitledFirstNameNoRegnal] defaulted on a loan made to House [Root.GetOnlyDynastyName] from [Root.GetHerHis] [From.GetRootRelation] [From.GetTitledFirstNameWithDynasty] of [From.PrimaryTitle.GetName].;La gestion de la trésorerie de [Root.PrimaryTitle.GetName] fut remise en question quand [Root.GetTitledFirstNameNoRegnal] échoua à rembourser un emprunt contracté par la Maison [Root.GetOnlyDynastyName] auprès de [Root.GetHerHis] [From.GetRootRelation] [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName].;;;La gestión de la tesorería de [Root.PrimaryTitle.GetName] fue puesta en cuestión cuando [Root.GetTitledFirstNameNoRegnal] no logró reembolsar un préstamo contratado por la casa [Root.GetOnlyDynastyName] a [Root.GetHerHis] [From.GetRootRelation] [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName].;;;;;;;;;x
CHRONICLE_SEIZED_FAITH_PROPERTY;In a measure taken to alleviate [Root.PrimaryTitle.GetName]'s financial problems, [Root.GetTitledFirstNameNoRegnal] seized the properties and lands of The Faith in [Root.Capital.GetName].;Dans une tentative de réduire les problèmes financiers de [Root.PrimaryTitle.GetName], [Root.GetTitledFirstNameNoRegnal] s’empara de toutes les terres et propriétés de la Foi dans [Root.Capital.GetName].;;;En un intento de reducir los problemas financieros de [Root.PrimaryTitle.GetName], [Root.GetTitledFirstNameNoRegnal] se apoderó de todas las tierras y propiedades de la Fe en [Root.Capital.GetName].;;;;;;;;;x
CHRONICLE_MERC_RAMPAGE;Angry at not being paid, the mercenaries of [From.PrimaryTitle.GetName] led by [From.GetTitledFirstNameWithDynasty] left the employ of [Root.GetTitledFirstNameNoRegnal], and instead resorted to banditry in and around [Root.Capital.GetName].;Furieux de ne pas avoir été payés, les mercenaires de [From.PrimaryTitle.GetName] dirigés par [From.GetTitledFirstNameWithDynasty] quittèrent le service de [Root.GetTitledFirstNameNoRegnal], et se tournèrent à la place vers le banditisme dans les alentours de [Root.Capital.GetName].;;;Furiosos por no cobrar, los mercenarios de [From.PrimaryTitle.GetName] liderados por [From.GetTitledFirstNameWithDynasty] abandonaron el servicio de [Root.GetTitledFirstNameNoRegnal], y se conviertieron en bandidos en los alrededores de [Root.Capital.GetName].;;;;;;;;;x
CHRONICLE_MERC_LEAVE;Angry at not being paid, the mercenaries of [From.PrimaryTitle.GetName] led by [From.GetTitledFirstNameWithDynasty] left the employ of [Root.GetTitledFirstNameNoRegnal], and instead seeked more gainful employment.;Furieux de ne pas avoir été payés, les mercenaires de [From.PrimaryTitle.GetName] dirigés par [From.GetTitledFirstNameWithDynasty] quittèrent le service de [Root.GetTitledFirstNameNoRegnal], et cherchèrent un autre contrat plus rémunérateur.;;;Furiosos por no cobrar, los mercenarios de [From.PrimaryTitle.GetName] liderados por [From.GetTitledFirstNameWithDynasty] abandonaron el servicio de [Root.GetTitledFirstNameNoRegnal], y buscaron otro contrato mejor remunerado.;;;;;;;;;x
CHRONICLE_MERC_BETRAY;Angry at not being paid, the mercenaries of [From.PrimaryTitle.GetName] led by [From.GetTitledFirstNameWithDynasty] left the employ of [Root.GetTitledFirstNameNoRegnal], and instead joined forces with [Root.GetHerHis] enemy [FromFrom.GetTitledFirstNameWithDynasty] of [From.PrimaryTitle.GetName].;Furieux de ne pas avoir été payés, les mercenaires de [From.PrimaryTitle.GetName] dirigés par [From.GetTitledFirstNameWithDynasty] quittèrent le service de [Root.GetTitledFirstNameNoRegnal] et joignirent les rangs de son adversaire, [FromFrom.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName].;;;Furiosos por no cobrar, los mercenarios de [From.PrimaryTitle.GetName] liderados por [From.GetTitledFirstNameWithDynasty] abandonaron el servicio de [Root.GetTitledFirstNameNoRegnal] y se unieron a las filas de su adversario, [FromFrom.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName].;;;;;;;;;x
CHRONICLE_MERC_DEFECT_TO_ME;Angry at not being paid, the mercenaries of [From.PrimaryTitle.GetName] led by [From.GetTitledFirstNameWithDynasty] left the employ of [FromFrom.GetTitledFirstNameWithDynasty]  of [FromFrom.PrimaryTitle.GetName], and instead joined forces with [Root.GetTitledFirstNameNoRegnal].;Furieux de ne pas avoir été payés, les mercenaires de [From.PrimaryTitle.GetName] dirigés par [From.GetTitledFirstNameWithDynasty] quittèrent le service de [FromFrom.GetTitledFirstNameWithDynasty]  de [FromFrom.PrimaryTitle.GetName] et joignirent les rangs de [Root.GetTitledFirstNameNoRegnal] à la place.;;;Furiosos por no cobrar, los mercenarios de [From.PrimaryTitle.GetName] liderados por [From.GetTitledFirstNameWithDynasty]abandonaron el servicio de [FromFrom.GetTitledFirstNameWithDynasty] de [FromFrom.PrimaryTitle.GetName] y se unieron a las filas de [Root.GetTitledFirstNameNoRegnal].;;;;;;;;;x
CHRONICLE_IRON_BANK_FUNDING;[Root.GetTitledFirstNameNoRegnal] received the backing of The Iron Bank against [Root.GetHerHis] enemy [Prev.GetTitledFirstNameWithDynasty] of [Prev.PrimaryTitle.GetName]. [Prev.GetTitledFirstNameNoRegnal] had defaulted on [Prev.GetHerHis] debts, and in an effort to recoup this loss the bank backed [Root.GetTitledFirstNameNoRegnal]'s claim to [Prev.PrimaryTitle.GetName].;[Root.GetTitledFirstNameNoRegnal] reçut le soutien de la Banque de Fer contre son adversaire [Prev.GetTitledFirstNameWithDynasty] de [Prev.PrimaryTitle.GetName]. [Prev.GetTitledFirstNameNoRegnal] avait échoué à rembourser sa dette, et dans une tentative de récupérer son dû, la banque soutint la revendication de [Root.GetTitledFirstNameNoRegnal] sur [Prev.PrimaryTitle.GetName].;;;[Root.GetTitledFirstNameNoRegnal] recibió el apoyo del Banco de Hierro contra su adversario [Prev.GetTitledFirstNameWithDynasty] de [Prev.PrimaryTitle.GetName]. [Prev.GetTitledFirstNameNoRegnal] no logró reembolsar su deuda, y en un intento de recuperar el dinero, el banco apoyó la reclamación de [Root.GetTitledFirstNameNoRegnal] al [Prev.PrimaryTitle.GetName].;;;;;;;;;x
CHRONICLE_IRON_BANK_FUNDING_CLAIM;[Root.GetTitledFirstNameNoRegnal] received the backing of The Iron Bank against [Root.GetHerHis] liege [Prev.GetTitledFirstNameWithDynasty] of [Prev.PrimaryTitle.GetName]. [Prev.GetTitledFirstNameNoRegnal] had defaulted on [Prev.GetHerHis] debts, and in an effort to recoup this loss the bank backed [Root.GetTitledFirstNameNoRegnal]'s claim to [Prev.PrimaryTitle.GetName].;[Root.GetTitledFirstNameNoRegnal] reçut le soutien de la Banque de Fer contre son suzerain(e) [Prev.GetTitledFirstNameWithDynasty] de [Prev.PrimaryTitle.GetName]. [Prev.GetTitledFirstNameNoRegnal] avait échoué à rembourser sa dette, et dans une tentative de récupérer son dû, la banque soutint la revendication de [Root.GetTitledFirstNameNoRegnal] sur [Prev.PrimaryTitle.GetName].;;;[Root.GetTitledFirstNameNoRegnal] recibió el apoyo del Banco de Hierro contra su Señor [Prev.GetTitledFirstNameWithDynasty] de [Prev.PrimaryTitle.GetName]. [Prev.GetTitledFirstNameNoRegnal] no logró reembolsar su deuda, y en un intento de recuperar el dinero, el banco apoyó la reclamación de [Root.GetTitledFirstNameNoRegnal] al [Prev.PrimaryTitle.GetName].;;;;;;;;;x
CHRONICLE_IRON_BANK_FUNDING_TARGET;In an attempt to recoup the loss from a defaulted loan, The Iron Bank granted backing and funding to [Root.GetTitledFirstNameNoRegnal]'s enemy [From.GetTitledFirstNameWithDynasty] of [From.PrimaryTitle.GetName], pressing [From.GetHerHis] claim on [Root.PrimaryTitle.GetName].;Dans une tentative de récupérer son dû suite à une dette non remboursée, la Banque de Fer accorda son soutien financier à l’adversaire de [Root.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], soutenant sa revendication sur [Root.PrimaryTitle.GetName].;;;En un intento de recuperar su dinero debido a raíz de una deuda no reembolsada, el banco de Hierro opoyó financieramente al adversario de [Root.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameWithDynasty] de [From.PrimaryTitle.GetName], apoyando su reclamación al [Root.PrimaryTitle.GetName].;;;;;;;;;x
CHRONICLE_RELATIVE_LEGITIMISED;By the decree of [FromFrom.GetTitledFirstNameoftheHouse], the bastard [From.GetTitledFirstNameWithNick] of [From.PrimaryTitle.GetName], [From.GetRootRelation] of [Root.GetTitledFirstNameNoRegnal], was legitmised as a legal heir of House [From.GetOnlyDynastyName].;Par le décret de [FromFrom.GetTitledFirstName] de la Maison [FromFrom.GetOnlyDynastyName], le(a) bâtard(e) [From.GetTitledFirstNameWithNick] de [From.PrimaryTitle.GetName], [From.GetRootRelation] de [Root.GetTitledFirstNameNoRegnal], fut acceuill(e) au sein de la Maison [From.GetOnlyDynastyName] comme héritier(ère) légitime.;;;Por decreto de [FromFrom.GetTitledFirstName] de la casa [FromFrom.GetOnlyDynastyName], el bastardo [From.GetTitledFirstNameWithNick] de [From.PrimaryTitle.GetName], [From.GetRootRelation] de [Root.GetTitledFirstNameNoRegnal], fue acogido en el seno de la casa [From.GetOnlyDynastyName] como heredero legítimo.;;;;;;;;;x
CHRONICLE_LEGITIMISED_BY_KING;By the decree of [From.GetTitledFirstNameoftheHouse], the bastard [Root.GetTitledFirstNameWithNick] of [Root.PrimaryTitle.GetName] was legitmised as a legal heir of House [Root.GetOnlyDynastyName].;Par le décret de [From.GetTitledFirstName] de la Maison [From.GetOnlyDynastyName], le(a) bâtard(e) [Root.GetTitledFirstNameWithNick] de [Root.PrimaryTitle.GetName] fut légitimé(e) comme héritier(ère) de la Maison [Root.GetOnlyDynastyName].;;;Por decreto de [From.GetTitledFirstName] de la casa [From.GetOnlyDynastyName], el bastardo [Root.GetTitledFirstNameWithNick] de [Root.PrimaryTitle.GetName] fue legitimado como heredero de la casa [Root.GetOnlyDynastyName].;;;;;;;;;x
CHRONICLE_MAIMED_BATTLE;On [GetDateText], [Root.GetTitledFirstNameNoRegnal] suffered a grievous injury whilst in the midst of battle.;En [GetDateText], [Root.GetTitledFirstNameNoRegnal] souffrit d’une terrible blessure lors d’une bataille.;;;En [GetDateText], [Root.GetTitledFirstNameNoRegnal] sufrió una terrible lesión en una batalla.;;;;;;;;;x
CHRONICLE_INCAPABLE_BATTLE;On [GetDateText], [Root.GetTitledFirstNameNoRegnal] suffered a serious head injury whilst in the midst of battle, which rendered the [Root.GetTitle] comatose and incapable.;En [GetDateText], [Root.GetTitledFirstNameNoRegnal] souffrit d’une terrible blessure à la tête lors d’une bataille, qui le(a) laissa comateux(se) et incapable.;;;En [GetDateText], [Root.GetTitledFirstNameNoRegnal] sufrió una terrible lesión en la cabeza en una batalla, que lo dejó comatoso e incapaz.;;;;;;;;;x
CHRONICLE_DIREWOLF_SLAIN;[Root.GetTitledFirstNameNoRegnal]'s cherished direwolf companion was tragically slain in the midst of battle.;Le loup géant adoré de [Root.GetTitledFirstNameNoRegnal] fut tragiquement tué lors d’une bataille.;;;El lobo huargo [Root.GetTitledFirstNameNoRegnal] murió trágicamente en una batalla.;;;;;;;;;x
CHRONICLE_SNOWBEAR_SLAIN;[Root.GetTitledFirstNameNoRegnal]'s cherished snow-bear companion was tragically slain in the midst of battle.;Le compagnon ours polaire adoré de [Root.GetTitledFirstNameNoRegnal] fut tragiquement tué lors d’une bataille.;;;El oso polar [Root.GetTitledFirstNameNoRegnal] murió trágicamente en una batalla.;;;;;;;;;x
CHRONICLE_BEAR_SLAIN;[Root.GetTitledFirstNameNoRegnal]'s cherished bear companion was tragically slain in the midst of battle.;Le compagnon ours adoré de [Root.GetTitledFirstNameNoRegnal] fut tragiquement tué lors d’une bataille.;;;El oso [Root.GetTitledFirstNameNoRegnal] murió trágicamente en una batalla.;;;;;;;;;x
CHRONICLE_SHADOWCAT_SLAIN;[Root.GetTitledFirstNameNoRegnal]'s cherished shadowcat was tragically slain in the midst of battle.;Le compagnon lynx-de-fumée adoré de [Root.GetTitledFirstNameNoRegnal] fut tragiquement tué lors d’une bataille.;;;El gato sombra de [Root.GetTitledFirstNameNoRegnal] murió trágicamente en una batalla.;;;;;;;;;x
